state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
37,140,1,0,0,0,254.94682142359022,73,43.34537528419702,248.84771109855316,108,21.152178906657046,208.20502264037515,98,9.365765124283598,9.06502749869745,2,2.4487261402749394,4
1,166,0,0,0,0,253.409900521209,109,43.08007925520538,185.61452647341784,81,15.779168458289858,197.00239223130978,82,8.869456692058902,10.786741609868248,2,2.911118317964349,0
17,49,1,0,0,7,257.8765193221726,107,43.83868066662718,253.32389116939763,94,21.53238911693976,162.2795379453021,98,7.303004104915702,9.72217661204775,2,2.6209876852528926,2
43,84,1,0,0,0,254.91273181485997,101,43.33810160523167,206.76054809429337,71,17.578969454132515,210.45475303607807,117,9.472109618858672,10.117870445882893,8,2.7310134302719513,1
23,124,0,0,0,0,236.68891651537749,134,40.23352323804365,274.55188868717,88,23.33551239601682,227.69772461048663,78,10.251066570247946,10.043978315946328,6,2.714721358894453,1
32,88,0,0,0,0,269.4984816239023,93,45.818741876063385,227.67841634621988,125,19.35766538942869,211.81933305017662,133,9.532662693374382,5.0768979701221575,5,1.3717624519329825,0
32,39,1,0,0,0,169.93781057130914,102,28.891944162761686,220.89819383477501,106,18.773346475955876,128.0057142046822,103,5.762672136456896,10.943820484998543,3,2.953864262227865,3
10,52,1,0,0,1,152.33728708016343,108,25.8952674639148,233.72754067062738,86,19.869912918725415,213.7220239229997,90,9.618598086104466,13.914516746238695,3,3.760062200910418,0
27,55,1,0,0,0,264.3538166235559,78,44.94186626297096,221.07366951223193,93,18.794761908539716,175.71288518295074,99,7.907601541921813,11.719642842976072,3,3.1676295480151406,2
14,63,0,0,0,0,218.61884215414926,117,37.16220316620537,273.8798088362965,117,23.283604040546663,295.59197708135923,109,13.299052977404578,6.553140359024874,5,1.772347896936716,2
34,127,1,0,0,0,244.4060371145345,93,41.550567233277135,282.31304698043743,91,23.992289301272606,183.51803079354227,114,8.26,11.796677457930112,2,3.186381681899439,1
30,104,1,1,0,0,324.0248412338917,106,55.084140205648616,140.49936493556677,94,11.943694431862093,206.1324865807557,89,9.275796287908062,10.828028842890488,5,2.9280263855239457,3
39,67,1,1,0,0,179.38563894892093,116,30.491997746853194,153.0892945226477,99,13.012883475949835,180.87044849741534,94,8.137304935603513,11.404372316813088,2,3.0771805255395335,2
37,48,0,0,0,0,260.955130845323,118,44.3591884742205,253.37112612410832,105,21.537661470823984,175.9047731065145,114,7.91591884742205,9.759188474220503,2,2.639116926458801,0
32,129,0,0,0,0,252.34146645497523,99,42.90049329747539,256.86893375239595,85,21.834693368759247,172.660932845147,105,7.769333311732168,10.262266869717624,3,2.7712933882002946,1
13,116,1,0,0,0,285.8753526229015,118,48.60111692187523,256.17210153471154,85,21.778372817132176,153.80371943120005,86,6.917627838376951,10.654882094861076,3,2.877022816267135,1
44,105,1,0,0,0,272.9887759216639,107,46.409138000557,240.22394510766765,112,20.423546857620284,244.6219398041597,117,11.011673163634745,9.962825510488265,4,2.692334632726949,1
38,55,2,1,0,0,254.6879775132881,114,43.29895617725898,195.24370927576865,78,16.594920787034916,193.27409128639914,57,8.697539606482543,10.780801499114126,2,2.9110904028869213,0
36,101,1,0,0,0,269.7311155101844,84,45.855269562208655,207.57691429889542,86,17.648042734036785,214.18594783411024,107,9.639347578012263,4.511040987484796,14,1.2229609920981952,2
23,87,1,0,0,0,313.44293203104127,107,53.28618951463399,167.14791696008965,94,14.208081651884783,285.8904291308193,92,12.863878682261593,10.281697982261736,3,2.7770584552106694,0
5,89,0,0,0,0,130.14173399312267,110,22.12348663712726,196.90407085179547,105,16.734325668143637,155.09316342702675,142,6.982367929105432,11.298725918259118,4,3.047047856226371,5
21,63,1,0,1,27,190.22708988424378,120,32.34360528032144,155.12215588826183,100,13.18608768167991,218.30276868898872,114,9.825931489180135,8.82029227226636,7,2.3845015722185092,2
27,83,1,0,1,25,116.29565290758286,92,19.767260994289085,255.63883357523702,99,21.73348415404029,213.73774680213273,95,9.616243072665878,12.747549360426545,7,3.4397094738270155,4
22,115,1,0,0,0,268.2307729350671,82,45.6042313989614,225.2911541054547,96,19.146384637610403,323.66538646753355,86,14.56644239103901,7.6713446906485006,2,2.0741726824153552,2
13,89,2,0,0,0,311.4493919860203,68,52.94839663762346,123.11658159530684,103,10.461411199600581,226.04284641617645,85,10.172442200723946,10.147001200848765,6,2.7391885602296657,1
28,67,0,0,0,0,101.83608439798385,97,17.30894769579725,229.95441643404789,106,19.54284541910407,229.95724153201758,116,10.352262520800794,9.205317046003117,3,2.48599555800085,1
13,78,1,0,0,0,102.5228164405211,114,17.433690874973305,119.7604071613156,103,10.17832252862711,201.2302018962234,93,9.060335595340643,11.934228029650459,3,3.222147608047982,3
25,99,0,0,0,9,162.45060347891527,71,27.6190349722654,170.80120695783054,72,14.5190349722654,256.45085615811684,116,11.54069836824833,7.707174538209099,4,2.083504744466653,4
17,102,0,0,1,31,163.4423564270253,85,27.784324122676416,162.52073581364317,118,13.813029455337816,175.1760275180103,120,7.881749914529668,7.934264756159019,2,2.142470601642405,4
11,99,1,0,0,0,125.40853007992303,115,21.318909077066287,207.7020563736156,96,17.654158054373276,157.35519169828243,139,7.083672071641775,11.557451128871781,3,3.1201835126303994,4
4,154,1,0,0,0,174.35876793876972,90,29.64415177478171,242.057438358552,82,20.57282562975177,188.9407101144148,99,8.506469198469244,11.264490076341861,1,3.037734770994012,2
42,88,1,0,0,3,131.9754577725926,100,22.439242962098767,172.6340257026337,128,14.675099755102876,184.6226291311934,84,8.309370501846365,8.58677233818932,2,2.3166611996104303,4
39,77,1,0,0,0,270.5679446100953,113,45.995122669638825,186.5055980818347,101,15.855582815475294,262.5888038363306,87,11.817998473364058,7.455368008916479,7,2.012377276484826,0
13,76,1,0,0,0,251.75960833995305,72,42.80309432908875,205.8863228189263,125,17.495896072663644,275.0762191063077,108,12.374527581542026,9.844300530374085,6,2.661856906658946,1
33,69,2,1,0,32,271.61777740998485,97,46.18000796964803,253.3333067678399,101,21.53432398024169,165.4794642766163,85,7.4435475123489425,8.202838009879153,2,2.210851402963746,1
27,74,1,0,0,0,132.07145638527666,86,22.452635760377913,179.24020540502318,82,15.236723200815678,224.0035396937093,89,10.079915198776481,7.807095071474677,2,2.1118920190599137,4
38,102,0,0,0,0,174.46719698308036,115,29.655959241909976,182.57105596591038,116,15.51943249274344,229.32656093595682,84,10.316061303421478,9.521452871788453,5,2.5683995397418244,2
30,125,1,0,0,0,240.05504105645196,85,40.81035697959683,277.3329950056409,89,23.570757301289962,184.77814780322706,99,8.316806569032313,10.938446626612455,1,2.9557356302418145,0
31,46,1,0,0,0,294.6249232177466,82,50.08363356933137,221.11834698487024,120,18.795020471191993,208.13482598875467,106,9.369114636229803,11.892195495604156,4,3.2155910949703497,1
40,75,1,0,0,0,272.4891828188857,112,46.32137066735795,187.35746785365686,93,15.928082370523988,260.8850642926863,86,11.740061451686714,8.434112002073839,7,2.2770006524125566,0
32,134,0,0,0,0,275.8619402027798,94,46.895576937676566,224.97786047315287,126,19.123330104636004,222.6011317020554,86,10.014168684602499,7.393123136408907,1,1.9922845564424114,1
24,122,0,1,0,0,126.89037684382133,105,21.576232274175332,127.74025438619643,96,10.861158044278106,251.55075842311598,128,11.324185287084497,6.533925961875153,5,1.7632588516620131,3
8,103,0,0,0,0,268.71423502064744,92,45.68106319085521,167.56869111496363,136,14.24155315722029,282.07041083488343,74,12.695115328026995,9.385764979352524,5,2.5335853693219446,2
28,125,0,0,0,0,321.13661536759685,103,54.5920788343978,145.31734138830785,92,12.354880682303724,207.9207118060501,88,9.354577809365914,12.450132575218085,7,3.365244239121564,1
28,104,1,0,0,0,172.36313221361803,87,29.299959387273365,200.11258490708286,116,17.01284280614374,297.5741253372321,127,13.38849527373799,9.55119383760164,3,2.578049247110745,1
42,109,1,0,0,0,274.0529996041823,114,46.591699932773814,263.44700102409985,124,22.392200086702932,210.23500072252443,102,9.458800032670668,10.111999673293305,7,2.733999912040505,1
37,97,2,0,0,0,80.3076028328134,90,13.652684720551687,164.34690582704405,86,13.970603015213195,241.59554252854952,80,10.87049553327143,9.01213940115387,2,2.4304378374560507,4
11,114,0,0,0,0,244.89688924079667,99,41.63601293628504,242.90405811543212,93,20.645823465039285,231.38758881464645,84,10.411670613984287,11.279235744725016,3,3.0429354164253617,1
43,72,0,0,0,0,227.043413941911,96,38.59681767244364,312.7158045496907,86,26.583187433245552,199.1289256089767,121,8.961285582621185,8.193572086894068,8,2.214952556505085,1
42,75,1,0,0,0,221.45199327654416,78,37.64867952815142,327.8922416220761,110,27.875681209015383,208.5457013492162,103,9.384695973468178,8.644234898620242,8,2.3348637581969234,1
24,124,1,0,0,0,284.7073472104734,78,48.402012604849354,159.482419776901,120,13.56041462870875,246.86644001549496,92,11.112044116972738,8.470926279340029,7,2.2889136744906744,0
21,152,1,0,0,17,239.12168176779426,118,40.6551067284651,253.1683311760294,91,21.51972897790257,264.8380174625459,75,11.914072768352021,13.229886799623078,3,3.569372573033066,8
7,84,0,0,0,0,256.805006508714,73,43.66185110648138,213.97993959905787,85,18.188913251756944,310.71573158031083,100,13.98220026034856,6.488580057277446,1,1.7522982296278873,4
47,161,0,0,0,0,157.08658645278916,90,26.704896736128372,177.05933523878957,122,15.047454975720008,180.07621857528332,85,8.102600651549434,6.969849099526182,2,1.8796822177178585,4
35,121,1,0,0,0,144.47663128700515,124,24.56394942308089,207.08893217409712,88,17.60188260351125,209.98568528098122,83,9.45173899407918,12.114314719018797,7,3.270942869845058,0
40,101,1,0,0,25,135.21666072390963,103,22.98857040981308,208.45280650110348,63,17.7184151321132,131.51348385682758,79,5.921983759099167,11.204765300623073,6,3.025040602252082,4
25,118,0,1,0,0,231.61758739275695,113,39.37143786646656,244.02798545318106,94,20.741758739275696,165.23310160404557,63,7.437213577030991,10.779203879151712,1,2.9092810667667206,3
1,96,0,0,0,0,264.6589018250289,109,44.98940380401094,219.9150993274372,78,18.696416714686087,260.0251177712588,86,11.700899404413715,11.612395004816488,2,3.1339561575444312,2
1,87,1,0,0,0,128.8388637900225,120,21.901652901038013,197.06776028606703,92,16.747236595948603,137.5571617643238,151,6.191772910622337,12.084858164525109,4,3.2591419880927295,6
14,55,1,0,0,5,150.2030032976982,109,25.53231863989105,235.12628032467236,88,19.988082303291286,212.91413119178407,88,9.58242378470675,13.601006134125157,3,3.675655497649081,0
47,117,0,0,0,0,313.86782530251475,110,53.35841974204775,184.376047851606,106,15.67178617926246,171.73083098326282,100,7.730531617998729,12.19518037823332,4,3.2963429258748986,1
19,121,0,0,0,0,117.25270961806297,87,19.930990002304945,116.47048136218291,117,9.90102028301979,147.36615197883359,87,6.635734180856073,13.894126553151423,3,3.753384802116642,3
31,112,1,1,0,22,135.88234368680102,83,23.10180670219573,173.41269717590433,93,14.739504086270534,189.659444219737,76,8.537558439009052,13.852274214268157,3,3.7386892115337345,1
45,79,1,0,0,0,137.0592828352815,102,23.303570439841536,188.52232524529032,132,16.024770735310597,214.3275117627282,118,9.64376095579171,9.619869606414813,4,2.59788772020094,4
22,70,0,0,0,0,146.7485400312089,126,24.95026857554829,210.06650635086908,114,17.85352175098283,149.22170764276828,82,6.71675619184943,7.899425379767534,5,2.1355822748551523,3
3,93,0,0,0,18,108.67364188353682,120,18.47292188459972,244.82931517706902,124,20.811401465445485,301.3034387159648,107,13.5558630354138,8.984699477385828,3,2.425271623292636,4
22,122,0,0,0,0,235.1674994162608,131,39.97510704397887,274.20553588702484,85,23.306339300605593,225.56714204705582,77,10.154678534498133,10.331785845329204,5,2.7921607494291956,2
9,88,0,0,0,0,213.01394761527206,63,36.21237330850344,176.61310633054134,71,15.011115809221764,262.61647146946416,125,11.820739445000138,9.099335827844188,1,2.459818459610745,1
9,48,0,0,0,0,149.58629203332674,105,25.427571028762188,232.10120308279969,83,19.731954336682936,211.65568389336192,94,9.525604392104645,13.823872670597417,4,3.7350511534478708,0
31,125,0,0,0,0,318.5783786833322,108,54.15793960426504,144.32238433615646,91,12.270710536962412,209.0150246267028,89,9.404598950349476,12.96918772710577,6,3.5046040371460663,1
20,80,1,0,0,0,275.3434923435846,88,46.81038378478546,186.90719474018962,66,15.88764625059988,201.4278857487295,87,9.06574990188086,9.351423242730663,2,2.5269140164090764,0
48,165,0,0,1,41,196.3884442519654,108,33.38717098185501,124.25936229373463,105,10.566387759443078,199.01793281068836,94,8.952510165012303,10.796811468673106,4,2.9153648615765464,4
9,83,0,0,0,0,147.64190634870306,109,25.096629404089928,167.4815228170953,87,14.236128853754217,181.11054318513357,77,8.151006392193462,9.364376988103535,3,2.5288871115983635,2
27,86,1,0,0,0,184.6868887186566,113,31.396360123906316,193.19119475072017,126,16.42195703294387,219.0718176064342,78,9.85524451253735,11.55851313993809,5,3.1209003097657853,2
30,130,1,0,0,14,224.70698806935135,98,38.203151070470284,253.91585984024815,104,21.58082963576137,160.57859208331027,119,7.230036643748961,12.80369013194483,4,3.4559225329862073,2
22,126,0,0,0,0,241.14151558430666,97,40.99632853662345,249.0048009505412,87,21.16663213355581,231.0458225417362,99,10.39729112708681,9.660508395242378,4,2.6082537175501654,2
8,217,1,0,0,0,169.63113293396043,98,28.841566825155393,162.81237276928286,103,13.839505293900217,213.41608306503124,102,9.605360851117466,5.299381617375272,2,1.4307423149890888,1
7,65,0,0,0,0,244.73811102289343,72,41.61044625594354,206.1836910258292,89,17.52836910258292,298.99759847079747,109,13.453794077340861,7.671759486351446,1,2.06957076900494,4
34,75,0,0,0,31,144.00980124727823,100,24.481954726679376,213.5617891106152,103,18.1554058568318,105.2981502060697,118,4.737887907808928,15.213445607376153,4,4.10691882863364,4
28,91,2,0,0,0,276.844650091972,81,47.06447924633373,181.14365349241513,70,15.397710546855286,211.41255064380445,108,9.515620413621958,8.788801884165666,3,2.3733096047724542,0
29,102,1,0,0,0,275.7344998689067,88,46.87503833389648,211.31989717946303,87,17.96412465071021,218.33321908829225,107,9.824617119277054,7.117705422585092,13,1.9254027244018772,2
17,91,0,0,0,0,145.3971023542314,94,24.719019241969853,194.10546111164857,131,16.498342154927755,167.01546380772677,123,7.5188060691595595,10.277960437629007,3,2.772049318159832,4
25,77,0,0,0,0,108.62720775825079,107,18.464610203481385,209.89773268681245,125,17.839848845787497,222.88946031694596,116,10.03299926227538,7.945346263751326,4,2.142243491212858,0
39,73,1,0,0,23,93.84218237498871,105,15.952557326921157,264.14804693269593,124,22.45116347403877,173.2630536923011,91,7.7972468307689375,10.23161586538233,4,2.761536283653229,4
46,58,0,0,0,0,282.4185776566047,114,48.011732042876915,246.02863547928976,109,20.912737825145413,227.88735227708978,130,10.252152376231354,14.075530131977674,5,3.803966976888076,1
34,62,1,0,0,0,170.14711168469498,100,28.926684155230888,152.47471883728187,109,12.962805714804635,170.18342077615443,69,7.6609227271351354,11.40510129964479,4,3.079714935320464,3
39,103,1,0,0,0,261.7040034965178,86,44.487055149398536,206.79380218260007,127,17.57450773468398,278.28979868608224,119,12.523235484209144,10.719632337343066,1,2.8942171010762965,2
48,127,2,0,0,0,242.49329078961327,100,41.21985943423426,225.2299039908139,81,19.1456996666313,251.12990399081392,99,11.300894561384895,13.9,5,3.75,1
27,75,1,0,0,0,274.8708056639669,98,46.72915960726217,238.54627678640796,94,20.27274013781416,238.90951398069376,107,10.753305484743425,7.994346530707376,2,2.159718852066581,0
24,38,2,0,0,0,280.33885548877396,113,47.66057980533025,235.08770342783066,81,19.983890721962304,229.1235822936797,59,10.30617652814153,10.902562776132074,2,2.9407688328396224,0
19,135,0,0,0,0,199.3413196596801,89,33.88596930377533,211.3394577926911,95,17.96477135482332,73.21731979867035,85,3.296600516236752,11.08806139244933,4,2.9936664992207573,3
21,40,1,0,0,0,277.3837349617763,107,47.15727384047485,233.63316889704117,82,19.860159172410647,229.347135962084,61,10.316361394050562,11.845084643341368,3,3.1962941405671503,1
24,102,0,0,0,9,225.23687355936192,106,38.28702027726457,182.9695062635788,82,15.554539235009836,204.1978733923531,100,9.192411391348045,9.7382912977932,2,2.628579789538968,0
16,86,0,0,0,0,267.09601143351665,108,45.40323672133543,197.6191966369861,140,16.794746061348516,252.36289802473166,63,11.354444758317625,8.922869440940037,2,2.406860832282011,2
9,132,1,0,0,34,226.68484696339843,103,38.53255502349758,181.3859684575989,123,15.421654439222761,259.0009275704174,101,11.658735981322495,10.661615654466148,4,2.8832431075463476,2
19,83,1,0,0,0,221.09643626268075,78,37.588542342583956,276.8593515775128,122,23.530008040622086,238.65538580908932,110,10.741473738660213,11.014737386602143,4,2.9762754502390383,0
29,109,0,0,0,0,269.9874262022905,71,45.89726020402506,304.13478480326154,110,25.856296483240797,194.51594934420518,87,8.751819970853564,9.179549927133909,7,2.483478480326155,0
49,117,1,0,0,0,252.50896011634836,91,42.929499207827874,224.78231336858704,117,19.103733532522387,306.3478464410651,93,13.787490425173152,11.687994024328393,3,3.155633935484587,1
43,119,0,0,0,0,285.7568206263748,114,48.58038502907881,251.7018838366463,89,21.39489548098074,243.32175492180372,97,10.948635874725037,12.062719988800369,2,3.257640255029777,1
38,94,0,0,0,0,328.90315434966385,98,55.91685119882452,204.26299187633347,96,17.361915989694456,194.99029522563498,122,8.775984545308159,10.074016247333034,5,2.7225460669860304,1
9,63,1,0,0,0,148.23588527483622,129,25.201847198154024,204.83878486835056,118,17.412176661661995,147.44591134873707,90,6.639129335335201,8.146306390302446,3,2.203192699307759,4
5,72,2,0,0,0,180.5571765637427,93,30.694437510342276,191.065759706039,100,16.24237582409765,244.72470769632062,82,11.015398095418764,15.010482052984505,6,4.051395165293785,3
29,112,1,0,0,0,269.1002150938539,90,45.74866825810982,218.25499042643827,90,18.550021509385388,313.08574089266494,95,14.090021509385387,11.13241874923932,2,3.0043637697420724,2
32,125,1,0,0,0,239.8603403442912,86,40.77725785852951,279.7278137652181,90,23.773246041937142,184.07722523944835,106,8.285654455086593,11.191557552421427,1,3.0238808794980767,0
29,90,1,0,0,0,92.37824806754445,110,15.708726914081298,214.49365910761296,77,18.232108188723515,174.41809122094998,81,7.852242197767592,9.288298745849998,3,2.504984475729814,4
18,79,1,1,1,37,144.4171089688609,95,24.551059039089,100.14725509366356,90,8.513005962825694,159.89240940845826,108,7.196663783448476,11.907504094996021,3,3.217735797019336,2
47,85,1,0,0,3,128.94957565204126,96,21.92594664870589,175.35820608370418,125,14.907158789830179,183.22795147492891,86,8.245728483016565,8.121357584917174,2,2.189670305499412,4
22,112,0,0,0,0,138.26364447518904,92,23.504744463479376,253.71937726233725,123,21.564071969995904,215.90157596424535,79,9.71972309091857,11.330830089908007,4,3.059249026972402,4
19,114,0,0,0,0,295.30285992299054,85,50.20108995395829,163.05048819902223,108,13.85919950189791,223.03107816161054,83,10.03740322608484,9.598116475053907,7,2.593491448264555,0
26,129,2,0,0,0,110.53568160104115,99,18.79393384744941,167.0169400716791,101,14.198295243547324,251.23221294590326,96,11.30739714911124,11.771067490919608,2,3.1789513309118953,4
30,97,1,1,1,31,152.4747970295316,91,25.922831299173918,104.94256213464809,106,8.917855655630126,165.27730338071137,99,7.4403597150394924,13.833488070473411,3,3.7365722965356944,0
2,90,0,0,0,0,229.41103742738258,75,38.99998747523104,266.71110334721925,91,22.66999934080163,224.03335882233682,119,10.077778935037133,6.077788031974592,4,1.6400027686331398,2
35,69,0,1,0,0,241.0282388480782,92,40.9744445580209,212.99742095930551,74,18.106285999811195,200.61356750259603,108,9.026071250118003,13.2,3,3.56,1
16,61,0,0,0,0,255.31709717637204,115,43.40011098086931,294.92862798825286,106,25.065762374760848,111.88141008793437,94,5.032379067058238,9.974720923980549,2,2.6919701885886935,1
4,74,1,0,0,0,147.55705398365333,111,25.082699177221066,179.6234072770488,80,15.264893818469922,174.17866901312124,73,7.841274178360944,12.206323551373197,2,3.2959414316412516,1
9,120,1,0,0,0,129.24305325958395,119,21.967319054129273,158.6044634516107,98,13.478992309364786,155.83647667640713,117,7.010211313156612,12.13119384749183,10,3.273013728170877,3
12,119,0,0,0,0,291.0557776727134,110,49.481482204361285,241.40235114027078,86,20.522387451884637,145.36038787962556,94,6.54067013349627,10.568676526866538,3,2.8543550572923464,2
29,126,0,0,0,0,249.9607671582302,96,42.49723198802674,261.5817466459525,91,22.233096108214543,167.17074875265328,107,7.526404812064304,12.54579476659554,3,3.3883317773566675,2
11,115,1,0,0,0,276.5296814841503,106,47.01222606464944,277.07596919884924,102,23.550141127089503,201.97314479058605,92,9.091837451873202,10.035689184437933,3,2.712544207204582,0
42,112,1,0,0,0,231.90456829790213,128,39.420140964881796,296.5613652650682,84,25.205126933126866,186.66909221205458,80,8.403880441065597,8.233276774758602,6,2.2273490834232508,0
31,120,0,1,0,0,231.28381434323654,121,39.31495319654772,243.64286270373447,96,20.708381434323655,173.21797994257213,60,7.796661476514501,10.881903279004144,1,2.9375234017261396,2
30,110,0,0,0,0,130.49118998774222,123,22.182104815062534,219.91906639313564,67,18.689982153704346,128.88812812002936,99,5.803381234537874,12.832553772199061,2,3.466151028781562,3
8,85,2,0,0,0,179.42996526407842,114,30.503794082915427,208.16804982808063,126,17.694204240178014,222.87608528267643,82,10.026003832929279,13.017995927512642,4,3.5183988980328325,2
42,67,0,0,0,0,146.65597091666575,127,24.936324949742115,220.2649827143475,121,18.723190845060174,199.47904636898673,120,8.974674931400365,14.328904518041153,6,3.8734240076889805,1
42,43,1,1,0,0,186.70667102603832,99,31.73796082119454,173.6577615213034,71,14.758055635014541,222.76231422068452,101,10.02465064639475,13.189661748907614,5,3.559421444828872,0
7,68,1,0,0,1,167.28094349702542,90,28.436665111979448,229.58075693455874,69,19.514269056922622,191.96679104164443,116,8.641910314359128,10.68099013764206,4,2.881914978420793,1
15,129,1,0,0,7,111.63604953450091,101,18.979942414658503,276.8721857246948,91,23.533728789702387,230.73201856059603,102,10.386164705183914,10.816873060420491,4,2.9241894724343735,4
21,99,0,0,0,0,162.87406312104537,97,27.68559073057771,158.39140667344003,100,13.467139098351256,189.82609377822934,85,8.541304688911467,9.311343913730141,4,2.514967231820056,3
13,56,1,0,0,0,294.6265765466403,87,50.09051801292885,188.91268762082996,88,16.057049543861652,214.29942443007906,106,9.64468218241502,11.118493485177854,2,3.003756254027665,0
30,107,1,0,0,0,308.24441258942204,58,52.400250988776634,152.37867811707804,100,12.954961154945579,192.00210351877203,112,8.64170790084777,11.85684235446114,2,3.202821799273341,1
41,138,0,0,0,0,281.6269512861779,109,47.88006605924439,173.92708594313513,103,14.784755326948915,220.2388182184192,89,9.914988990125934,10.751786138066947,2,2.9024039602487934,2
25,126,0,1,0,8,178.34642866960274,92,30.317966286525923,210.3802579412183,103,17.884126984523647,77.71339283259931,96,3.4961507925599693,9.765575402527432,4,2.637242065029134,4
23,160,0,0,0,0,253.5258885996547,119,43.0984010619413,241.88398152202117,97,20.557456252342078,284.2365481867127,96,12.79273547496501,9.140975734090699,2,2.4641088514859577,1
2,69,0,0,0,20,267.4081518069743,109,45.45812598234753,222.06463058281636,105,18.873653716313985,118.9180889231042,88,5.347249045330162,12.375836515566128,10,3.342055917590152,0
2,107,1,0,0,0,134.25206240178287,106,22.822126568419545,181.38911836238807,90,15.421678545846659,243.50085301319154,121,10.958314345710079,12.63093888645267,2,3.4075604694295647,3
42,69,2,1,0,12,276.54786110474697,93,47.01752821177026,250.54157262743246,95,21.2967295853134,168.8057858056124,105,7.5920440091791255,8.3216352073433,6,2.24649056220299,1
45,163,1,0,0,0,280.287664846488,76,47.65154312546463,179.5274114522489,124,15.262329973441156,240.26411120790067,94,10.814345156698035,7.989289323276201,4,2.158654817805131,1
40,117,2,0,0,0,250.51381245404568,100,42.5884762039037,263.62415175288976,117,22.40921300739055,200.78865691870394,116,9.035713713094568,9.689158809929921,2,2.6186689437180317,3
4,110,0,0,0,0,250.41435336526598,101,42.57239222754433,227.9831743617588,101,19.375388958569854,238.84458525504968,74,10.749463749938299,12.132439583230498,3,3.273349118562057,0
22,89,1,0,0,0,105.68660128019027,103,17.967028872410562,171.1391907270088,107,14.550239215362282,160.35780627333938,98,7.219917289433343,8.650935235485374,4,2.336507189758478,4
4,103,0,0,0,0,257.3121258296589,99,43.741337038532414,212.9223848258199,87,18.09893794397828,253.96181469074259,77,11.430927515427225,12.320517992322035,2,3.3242642104365467,1
27,93,1,0,0,9,99.34855500122691,100,16.888146863304105,170.4570052382121,107,14.491237958343557,160.98728663632784,93,7.246905104141106,9.30911779745838,5,2.5133543184092932,4
13,85,0,0,0,0,194.59159623390525,98,33.0785713597639,179.7262187869101,90,15.278526636008603,128.98610673669552,96,5.808274523025761,9.260168075321895,1,2.4980504225965685,3
42,48,2,0,0,0,232.53800863051066,122,39.53323999692154,272.02127569398004,86,23.119308433988305,278.45638270819404,81,12.528926486736092,9.69642162245364,5,2.6150338380624825,2
48,42,0,0,0,0,160.65337722167317,92,27.316033765257682,235.55782543946341,120,20.019415162354388,112.06336483458354,95,5.041906915893049,13.753583209230486,4,3.717386741638719,1
46,110,1,0,0,0,257.9936469816668,87,43.85998264954388,217.7065265228944,125,18.50127349540933,301.46315425678284,100,13.566904459628617,12.087525302748507,2,3.26375686788888,1
40,86,1,0,0,0,73.08892188521216,90,12.424820314202027,162.03323434436354,87,13.773942184890226,236.31656265885582,77,10.632245319648511,8.211726561932657,2,2.213517968579797,3
31,60,0,0,0,0,289.1875688656698,101,49.165679103389515,256.1605301907429,114,21.77722985866445,241.82945235491732,78,10.885884197950787,11.772661321022232,4,3.1797223585631778,2
35,109,1,1,0,22,149.64018761903512,87,25.441067420397985,109.33608890110322,110,9.291118709496002,163.91584955197914,95,7.379904348548558,14.508881290503997,3,3.9183979484360796,0
31,172,1,0,0,0,207.4150967761202,92,35.26256645194044,120.9637982191452,85,10.281337552743143,135.96050723005652,109,6.113722825352544,13.749577308286225,4,3.7113858732372806,1
28,122,1,1,0,0,163.7288833219309,71,27.8360322378842,194.29326125393186,109,16.51346375711108,174.57522826924372,83,7.855592510801429,11.019446001055991,2,2.976323521338861,2
33,34,1,0,0,18,176.8775508700998,94,30.06974619028818,113.94699152082846,75,9.685791101306405,264.82542371210343,86,11.913144067044655,13.971872881439483,11,3.771561864431845,2
21,116,1,0,0,15,260.3714153270684,100,44.2630522129337,262.7176785335854,81,22.330086731450177,173.39983387822505,106,7.802028047709072,10.130153180160162,2,2.734973246452408,1
16,94,0,0,0,0,270.06735181866986,93,45.909377257659806,199.2691350788349,136,16.934996947231333,254.5883617407297,62,11.45507860598469,8.225393029923453,3,2.2193017044437817,3
5,111,1,0,0,0,141.71290796086524,113,24.092632877393722,169.54908084471384,102,14.416086318318163,262.31515920566017,112,11.807120688301335,10.522439054538083,2,2.839887437760253,4
44,109,1,0,0,2,271.0168326397258,108,46.075445711952014,234.73368943252737,118,19.956635887362427,241.3658247248332,123,10.865494296215953,10.278212321576792,5,2.778909408425048,1
24,171,0,0,0,0,284.07924403570235,100,48.296835432571115,187.78981974444343,122,15.958862571281138,150.0700600851855,100,6.749880596836793,13.526528395865727,2,3.653434773880301,2
23,103,1,0,0,0,268.91957196004273,113,45.71307441960118,274.4032941389193,99,23.323532815414225,255.55281360608922,87,11.500112544243567,11.582596736440841,6,3.1245539324451164,0
36,198,1,0,0,0,315.8053200412125,78,53.69136152985086,176.87002101303182,116,15.036144558197813,173.96400053742528,100,7.8298442348518815,11.70432273724654,4,3.1614385776342004,2
10,22,2,0,0,0,313.80282720571364,108,53.344982050874485,253.86895221184218,114,21.58179540796235,145.38719147209957,154,6.543048972720274,11.074358343573707,3,2.9898288916196547,1
