state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
30,80,2,0,0,0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1
44,100,0,0,0,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1
16,127,1,0,0,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2
13,85,0,0,1,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1
15,77,0,0,0,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3
1,74,0,0,1,46,277.7,109,47.21,270.0,114,22.95,165.3,82,7.44,10.4,2,2.81,1
12,152,1,0,0,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1
22,52,1,0,0,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1
8,94,1,0,1,38,220.0,102,37.4,180.3,119,15.33,136.2,90,6.13,10.3,2,2.78,1
23,51,2,0,0,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1
5,109,2,0,0,0,150.6,106,25.6,147.4,108,12.53,173.2,109,7.79,9.5,5,2.57,1
11,90,0,0,0,0,193.8,90,32.95,206.6,98,17.56,153.3,120,6.9,10.1,9,2.73,3
43,120,1,0,0,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3
26,63,1,0,1,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1
22,67,2,0,1,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1
13,95,1,0,0,0,232.0,80,39.44,126.1,94,10.72,109.6,117,4.93,12.0,6,3.24,1
1,64,2,0,0,0,297.8,88,50.63,196.0,89,16.66,213.7,107,9.62,12.0,2,3.24,1
26,157,0,0,0,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2
34,41,1,0,0,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1
2,76,0,0,0,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4
3,157,1,0,0,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4
0,48,1,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1
17,73,2,0,0,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2
32,182,1,0,0,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0
40,145,0,0,0,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0
18,44,2,0,0,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0
9,106,0,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0
18,69,1,0,1,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1
48,137,2,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1
45,99,2,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2
28,56,2,0,0,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2
9,84,2,0,0,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0
16,43,1,0,0,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3
41,116,0,0,0,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2
14,87,1,0,0,0,221.4,69,37.64,195.2,53,16.59,120.6,91,5.43,13.7,4,3.7,1
21,25,2,0,0,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2
35,87,2,0,0,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2
9,106,2,0,0,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0
36,105,2,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0
15,60,0,0,0,0,220.6,57,37.5,211.1,115,17.94,249.0,129,11.21,6.8,3,1.84,1
2,107,1,1,0,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3
1,72,1,0,0,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4
13,43,1,0,1,36,93.1,68,15.83,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35,1
21,163,1,0,1,30,195.2,123,33.18,126.4,115,10.74,221.0,90,9.95,9.0,5,2.43,5
39,74,1,0,0,0,187.7,127,31.91,163.4,148,13.89,196.0,94,8.82,9.1,5,2.46,0
49,13,1,0,0,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1
13,145,1,0,0,0,219.0,98,37.23,176.1,109,14.97,166.3,132,7.48,6.8,3,1.84,2
15,129,1,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1
35,32,1,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0
20,154,2,0,0,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3
33,58,0,0,0,0,191.3,120,32.52,216.4,124,18.39,100.3,132,4.51,8.6,9,2.32,3
18,118,0,0,0,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1
19,102,1,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3
37,149,1,1,0,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0
30,103,0,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8
47,56,0,0,0,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1
18,94,1,0,0,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3
32,104,1,0,0,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1
32,25,1,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3
9,120,1,0,0,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2
27,127,1,0,1,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0
43,149,2,0,0,0,221.4,95,37.64,198.7,63,16.89,106.2,70,4.78,10.0,3,2.7,1
18,143,1,0,0,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0
5,92,1,0,0,0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,2
14,85,1,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1
15,100,1,0,1,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3
25,171,2,1,0,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3
20,68,0,0,0,0,150.4,106,25.57,199.0,131,16.92,109.7,103,4.94,12.3,3,3.32,3
45,95,1,0,0,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0
8,87,2,0,0,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4
48,105,0,0,0,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2
25,64,0,1,0,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2
35,92,1,0,0,0,145.9,90,24.8,148.1,105,12.59,241.3,93,10.86,8.4,1,2.27,2
24,140,2,0,0,0,201.9,114,34.32,181.7,97,15.44,184.5,122,8.3,12.1,10,3.27,0
11,130,2,0,0,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2
1,109,1,0,0,0,168.0,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0
47,88,2,0,0,0,202.6,139,34.44,210.7,123,17.91,81.1,86,3.65,9.8,8,2.65,1
18,91,0,0,0,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2
13,42,1,0,0,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1
28,141,1,0,0,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12.0,9,3.24,1
45,86,1,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2
8,97,0,0,0,0,169.2,91,28.76,224.6,122,19.09,108.0,115,4.86,13.0,5,3.51,1
34,32,1,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2
47,81,1,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3
27,52,0,0,1,31,122.2,88,20.77,139.0,100,11.82,141.9,141,6.39,5.7,10,1.54,3
24,152,0,0,0,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2
36,146,2,0,0,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4
1,85,1,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1
9,36,2,0,0,0,195.5,77,33.24,156.3,108,13.29,217.8,133,9.8,7.3,2,1.97,1
30,148,2,0,0,0,168.8,102,28.7,248.1,125,21.09,250.7,96,11.28,10.6,4,2.86,1
45,143,2,0,0,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1
22,116,0,0,0,0,149.6,74,25.43,167.9,92,14.27,174.1,100,7.83,16.4,7,4.43,0
22,51,1,0,0,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1
3,70,1,0,0,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3
27,116,0,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3
26,109,2,0,0,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3
36,32,2,0,0,0,230.7,122,39.22,204.7,134,17.4,142.0,86,6.39,8.7,3,2.35,2
42,108,0,0,1,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1
49,52,2,0,1,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2
38,79,1,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1
46,109,1,0,0,0,134.3,99,22.83,203.9,103,17.33,297.7,91,13.4,7.6,2,2.05,3
16,104,0,0,0,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1
49,77,2,0,0,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1
6,103,2,0,0,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0
16,124,2,0,1,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1
16,110,1,1,0,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0
40,209,2,0,0,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3
36,159,2,0,0,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5
16,107,1,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1
41,137,1,0,0,0,144.5,119,24.57,167.3,89,14.22,175.1,76,7.88,6.1,4,1.65,5
11,105,1,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4
39,137,0,1,0,0,159.1,80,27.05,239.8,81,20.38,249.0,96,11.21,8.5,5,2.3,0
50,171,1,0,0,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1
29,76,2,0,0,0,143.3,98,24.36,309.1,101,26.27,207.3,122,9.33,11.4,3,3.08,2
37,82,1,0,1,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1
9,98,0,0,0,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3
3,163,2,0,0,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4
42,222,0,0,1,34,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32,4
39,123,0,0,0,0,225.6,102,38.35,225.8,56,19.19,186.7,128,8.4,6.7,2,1.81,1
19,83,2,0,0,0,268.7,81,45.68,145.5,100,12.37,185.6,86,8.35,9.4,6,2.54,0
19,69,2,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0
17,122,0,0,1,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7
31,126,1,0,0,0,167.1,138,28.41,154.4,93,13.12,244.5,148,11.0,13.7,10,3.7,3
48,133,1,0,0,0,113.3,137,19.26,160.2,103,13.62,228.8,98,10.3,10.1,7,2.73,2
12,143,2,0,1,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1
34,112,0,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0
18,150,1,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4
10,136,1,0,0,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7
33,161,1,0,0,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2
12,45,2,0,0,0,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2
2,116,1,0,1,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2
37,151,2,0,0,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4
5,81,0,0,0,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1
12,157,2,0,0,0,102.9,94,17.49,229.1,96,19.47,198.7,129,8.94,13.6,2,3.67,1
17,54,0,0,0,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2
32,147,2,0,0,0,248.6,83,42.26,148.9,85,12.66,172.5,109,7.76,8.0,4,2.16,3
25,68,1,0,0,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0
45,84,1,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2
4,158,2,0,0,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2
17,64,1,1,0,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3
45,131,1,0,0,0,143.1,114,24.33,138.1,119,11.74,199.4,100,8.97,8.9,3,2.4,3
46,68,1,0,0,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1
23,122,1,0,0,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2
0,61,1,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2
14,143,1,0,1,26,119.6,133,20.33,247.0,136,21.0,227.3,54,10.23,13.0,3,3.51,1
36,78,1,0,0,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2
42,3,2,1,0,0,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1
44,39,0,0,0,0,157.2,81,26.72,247.7,131,21.05,215.7,141,9.71,9.9,9,2.67,1
39,90,2,0,0,0,190.0,98,32.3,196.1,111,16.67,216.4,58,9.74,8.0,6,2.16,2
9,133,0,0,1,49,229.4,78,39.0,219.5,106,18.66,172.3,115,7.75,12.0,4,3.24,3
24,178,0,0,1,32,148.7,95,25.28,198.6,55,16.88,187.0,113,8.41,10.4,7,2.81,6
25,115,1,0,0,0,182.1,97,30.96,231.1,76,19.64,246.2,103,11.08,15.0,2,4.05,0
28,177,0,0,0,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1
38,90,0,0,0,0,160.9,97,27.35,136.4,46,11.59,209.0,121,9.4,9.1,4,2.46,2
36,75,1,1,0,0,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,10.1,3,2.73,3
32,158,0,0,0,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2
25,122,0,0,1,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14.0,5,3.78,1
14,70,0,0,0,0,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35,1
1,47,0,0,1,28,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,2,2.11,1
10,50,0,0,1,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1
42,108,2,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4
44,188,0,0,0,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4
26,97,1,0,1,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1
43,58,0,0,1,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1
44,36,1,0,1,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0
34,61,1,0,1,36,233.9,97,39.76,175.6,133,14.93,177.0,83,7.97,9.5,4,2.57,1
3,85,0,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1
11,132,0,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2
0,86,0,0,0,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1
39,107,1,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0
41,119,2,0,0,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1
43,41,0,0,1,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0
23,115,2,1,0,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2
13,103,1,0,0,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2
36,149,2,1,0,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3
19,19,1,0,1,29,142.7,94,24.26,129.9,60,11.04,165.3,65,7.44,10.0,4,2.7,0
41,142,0,0,1,20,214.3,126,36.43,250.1,102,21.26,189.7,116,8.54,10.6,4,2.86,4
27,73,1,0,1,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0
31,172,2,0,0,0,290.5,123,49.39,253.0,77,21.51,159.3,96,7.17,11.3,5,3.05,2
10,99,2,0,0,0,214.9,103,36.53,218.4,121,18.56,272.6,110,12.27,9.6,3,2.59,2
9,91,2,1,1,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0
18,96,2,0,0,0,182.6,75,31.04,188.6,67,16.03,137.7,81,6.2,9.5,3,2.57,5
27,80,1,1,0,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2
36,33,1,1,0,0,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86,4
32,93,2,0,1,21,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1
42,37,1,0,0,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4
48,90,0,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1
26,64,1,0,1,18,211.4,111,35.94,150.8,67,12.82,216.5,87,9.74,10.5,2,2.84,2
16,52,1,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0
26,50,1,0,1,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3
17,110,2,0,0,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2
48,13,2,0,0,0,167.4,117,28.46,223.5,102,19.0,215.8,108,9.71,9.0,3,2.43,1
43,104,2,0,0,0,111.9,105,19.02,197.7,121,16.8,302.8,108,13.63,10.1,5,2.73,1
10,93,1,0,0,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0
19,93,1,0,1,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1
17,124,1,0,0,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0
27,80,0,0,0,0,196.0,75,33.32,237.8,112,20.21,220.1,127,9.9,13.9,5,3.75,1
24,104,2,0,0,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3
11,78,0,0,0,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0
40,41,1,0,0,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1
42,175,0,1,1,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5
18,106,0,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1
19,108,1,0,0,0,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0
16,59,2,0,1,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14.0,12,3.78,1
16,132,1,0,0,0,164.0,112,27.88,243.6,80,20.71,155.5,122,7.0,10.2,4,2.75,1
31,95,1,0,1,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0
36,52,2,0,1,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0
46,113,2,0,0,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1
7,70,1,0,0,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1
23,129,2,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2
16,65,1,0,1,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4
46,76,0,0,0,0,208.5,124,35.45,173.0,117,14.71,221.1,95,9.95,9.8,3,2.65,0
49,159,1,0,0,0,181.0,107,30.77,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7
48,74,0,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0
41,138,2,0,0,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3
18,151,0,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0
8,224,2,1,0,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1
44,71,1,0,0,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0
31,119,0,0,0,0,287.1,83,48.81,218.4,124,18.56,151.5,42,6.82,11.0,4,2.97,1
20,77,1,0,0,0,205.3,69,34.9,171.0,84,14.54,242.4,96,10.91,10.1,2,2.73,3
31,127,2,0,0,0,262.9,95,44.69,175.9,126,14.95,202.1,101,9.09,7.5,5,2.03,1
23,59,1,0,0,0,231.4,93,39.34,168.0,92,14.28,257.2,124,11.57,11.4,5,3.08,2
23,40,2,0,0,0,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6
35,65,1,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4
13,78,1,0,0,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4
41,125,1,0,0,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0
37,81,1,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0
27,170,1,0,0,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0
49,112,0,0,0,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1
14,149,0,0,0,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1
27,129,1,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1
49,100,0,0,0,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14.0,2,3.78,0
36,139,2,0,0,0,148.7,90,25.28,204.3,106,17.37,144.1,105,6.48,9.8,4,2.65,2
5,71,1,0,0,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0
21,165,0,0,0,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1
35,114,1,0,0,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0
36,155,0,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1
45,127,0,0,1,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0
49,73,0,0,0,0,177.9,89,30.24,131.2,82,11.15,186.2,89,8.38,11.5,6,3.11,3
45,103,2,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5
16,117,1,0,0,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1
50,106,1,1,1,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1
0,177,1,1,0,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1
25,96,2,0,0,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2
20,107,1,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0
46,78,0,0,1,38,199.0,96,33.83,75.5,93,6.42,180.2,78,8.11,7.5,7,2.03,1
18,108,1,0,0,0,157.3,83,26.74,162.8,75,13.84,112.0,101,5.04,9.7,4,2.62,1
37,87,2,0,1,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2
26,171,0,0,0,0,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38,1
8,115,1,0,0,0,275.5,76,46.84,225.8,82,19.19,327.3,87,14.73,4.8,2,1.3,3
35,80,1,0,0,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1
1,106,1,0,0,0,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,9.0,3,2.43,0
43,92,0,0,0,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2
25,123,1,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4
19,132,0,0,1,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0
32,55,2,0,0,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2
